image,popularity_score,is_female,baby,child,teenager,youth,middle_age,senior
10013033_267141560113901_1792403080_a_0_8597,4.992,1,-1,-1,-1,-1,-1,1
10013209_1402520500023782_298000570_a_0_743,3.38,1,-1,-1,-1,-1,-1,1
10013209_1402520500023782_298000570_a_0_1017,3.38,1,-1,-1,-1,-1,-1,1
926732_230592440470197_1008020221_a_0_7094,4.579,-1,-1,-1,-1,-1,1,-1
10175172_465437180255355_1513852407_a_0_4441,4.297,1,1,-1,-1,-1,-1,-1
1172224_1421337604787413_525030718_a,4.156,-1,-1,-1,1,-1,-1,-1
10251555_608394255903334_473589103_a_0_7944,4.886,1,1,-1,-1,-1,-1,-1
10175132_241185426083838_864544742_a,3.752,-1,-1,-1,1,-1,-1,-1
1516633_845558065460749_1010647193_a,4.069,1,-1,-1,-1,1,-1,-1
1171764_1411209059142789_486929776_a_0_5290,4.694,-1,-1,-1,-1,-1,1,-1
927278_1414469058813717_1812368948_a_0_3012,4.879,1,1,-1,-1,-1,-1,-1
10251502_859295487429308_1702654889_a_0_2356,3.661,1,1,-1,-1,-1,-1,-1
1963096_661092640619849_713117410_a,5.502,1,-1,-1,-1,1,-1,-1
10246067_1581629512061676_1023884434_a_0_2416,5.45,-1,-1,-1,1,-1,-1,-1
925459_834557103225523_1228624476_a_0_6974,4.101,-1,-1,-1,-1,1,1,1
1171994_449317048534563_201614032_a_0_556,4.268,-1,-1,-1,1,-1,-1,-1
1527478_786975674649077_506709221_a,4.857,1,-1,-1,-1,1,-1,-1
1515991_730715403616077_1235668544_a_0_3951,4.003,1,1,-1,-1,-1,-1,-1
10175233_551624601601963_1794760736_a_0_5034,3.481,-1,-1,-1,-1,-1,1,-1
1170438_599879840097589_2139255145_a,4.144,1,-1,-1,-1,1,-1,-1
10175127_675551369177566_1781205909_a_0_7051,4.516,1,1,-1,-1,-1,-1,-1
10251409_477177522409790_2123723143_a_0_3996,4.338,-1,-1,1,-1,-1,-1,-1
1516220_1397319903879510_1815314791_a,4.787,1,-1,-1,-1,1,-1,-1
10245920_236418873226362_1328649921_a_0_4545,4.449,-1,-1,1,-1,-1,-1,-1
10249142_747195848637693_33625413_a_0_6446,3.322,-1,-1,-1,-1,-1,1,-1
1171788_429588273843978_1140529095_a_0_9654,4.887,-1,-1,-1,-1,-1,1,-1
d6fd373880e311e2b85522000a9e28f2_6_0_6919,5.272,1,1,-1,-1,-1,-1,-1
10175101_525716460870970_440325624_a_0_9670,4.482,-1,-1,-1,1,-1,-1,-1
1170426_640464709336053_1799995757_a_0_5750,4.917,-1,-1,-1,-1,-1,1,-1
10175322_440924499376499_319487928_a_0_1142,3.184,1,1,-1,-1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_4492,3.38,1,-1,-1,-1,-1,-1,1
10011286_490208474440199_598052707_a_0_6155,5.008,1,1,-1,-1,-1,-1,-1
10011451_269803479864583_398159840_a_0_6819,5.203,-1,-1,1,-1,-1,-1,-1
10249184_1439568792953809_795981243_a_0_1336,4.088,-1,-1,-1,-1,-1,1,-1
1515991_730715403616077_1235668544_a_0_5391,4.003,1,1,-1,-1,-1,-1,-1
10251553_1455443294692321_1600009239_a,4.094,1,-1,-1,-1,1,-1,-1
1388988_629948787086967_1469843650_a_0_9380,3.887,1,1,-1,-1,-1,-1,-1
10175344_218220065039946_1626898906_a_0_8951,5.033,-1,-1,-1,-1,-1,1,-1
10005590_305181509629670_1475910456_a,4.406,1,-1,-1,-1,1,-1,-1
925459_834557103225523_1228624476_a_0_622,4.101,-1,-1,-1,-1,1,1,1
10009919_1491273214428752_932384326_a_0_5750,4.128,-1,-1,-1,-1,-1,1,-1
925459_834557103225523_1228624476_a_0_8298,4.101,-1,-1,-1,-1,1,1,1
10175183_588803587882153_1545559442_a_0_1043,4.296,-1,-1,-1,1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_4098,5.283,1,-1,-1,-1,-1,-1,1
10251468_277070419136921_443866329_a_0_9481,3.879,1,1,-1,-1,-1,-1,-1
925459_834557103225523_1228624476_a_0_4698,4.101,-1,-1,-1,-1,1,1,1
10013209_1402520500023782_298000570_a_0_5951,3.38,1,-1,-1,-1,-1,-1,1
10251414_1390085374549652_1857896901_a_0_7007,4.471,-1,-1,-1,1,-1,-1,-1
10013158_618358801579667_550702792_a_0_4402,5.175,-1,-1,-1,-1,-1,1,-1
10011194_548508421934370_1186327156_a_0_2028,4.492,-1,-1,1,-1,-1,-1,-1
10175144_237320729798344_1913606616_a_0_9605,4.01,1,1,-1,-1,-1,-1,-1
1516461_1215796015225675_118743072_a,3.437,-1,-1,-1,1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_6470,4.992,1,-1,-1,-1,-1,-1,1
10175227_1380541662227214_1281145234_a_0_9175,4.131,-1,-1,-1,1,-1,-1,-1
10011493_1512427862317689_220264696_a_0_8973,4.787,-1,-1,-1,1,-1,-1,-1
1389093_428450150590824_901901016_a_0_254,4.163,1,1,-1,-1,-1,-1,-1
10246192_1411933772404229_877014267_a_0_7013,3.198,-1,-1,-1,-1,-1,1,-1
10175164_701585283239314_2076248568_a_0_7607,4.475,-1,-1,-1,-1,-1,1,-1
10175397_775274879157262_384105260_a_0_1807,4.327,-1,-1,-1,-1,-1,1,-1
10175105_515580681886952_38054472_a_0_7186,4.753,-1,-1,-1,-1,-1,1,-1
1168906_1492160477671610_440168811_a_0_8242,5.185,-1,-1,1,-1,-1,-1,-1
1171224_1484277705118597_989027562_a,4.17,1,-1,-1,-1,1,-1,-1
1170074_609213929149604_544817851_a_0_1043,3.641,-1,-1,-1,1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_5809,4.992,1,-1,-1,-1,-1,-1,1
10013209_1402520500023782_298000570_a_0_7942,3.38,1,-1,-1,-1,-1,-1,1
1168854_456720971128522_1935535662_a,3.808,-1,-1,-1,1,-1,-1,-1
1516220_429548453855951_533285983_a_0_8984,4.269,1,1,-1,-1,-1,-1,-1
10013286_440188719457963_1230897757_a_0_7753,3.386,-1,-1,1,-1,-1,-1,-1
1515073_1465649583666174_485233444_a_0_2636,4.463,-1,-1,-1,-1,-1,1,-1
10245971_658741517494337_291916537_a_0_2831,3.977,-1,-1,1,-1,-1,-1,-1
10249153_303668593116502_519686067_a_0_9536,4.052,-1,-1,-1,-1,-1,1,-1
1516818_767179956634416_2010108335_a_0_4829,5.283,1,-1,-1,-1,-1,-1,1
10011384_663947993651821_1844425642_a_0_6423,3.558,1,1,-1,-1,-1,-1,-1
1922285_1424027491183357_1301187323_a_0_3796,3.264,1,1,-1,-1,-1,-1,-1
1172030_437265216376524_1505152401_a,3.999,1,-1,-1,-1,1,-1,-1
10175217_1422828367970252_933839610_a_0_6738,3.446,-1,-1,-1,1,-1,-1,-1
10254181_753995364633111_109551758_a_0_9474,3.686,1,-1,-1,-1,-1,-1,1
10013033_267141560113901_1792403080_a_0_3943,4.992,1,-1,-1,-1,-1,-1,1
10011286_490208474440199_598052707_a_0_6041,5.008,1,1,-1,-1,-1,-1,-1
10249121_231465253710227_227641889_a,4.31,-1,-1,-1,1,-1,-1,-1
10175134_227470010775982_529743775_a,4.399,1,-1,-1,-1,1,-1,-1
10013269_615504428538112_1843660061_a,4.717,1,-1,-1,-1,1,-1,-1
1530623_754075374632765_1467593172_a,3.916,-1,-1,-1,1,-1,-1,-1
10009260_451865398292961_1757183400_a_0_5284,4.596,-1,-1,-1,1,-1,-1,-1
10246003_453813424750866_650332235_a_0_2352,4.672,-1,-1,-1,-1,-1,1,-1
10009362_1409732365958175_2040108740_a,3.103,-1,-1,-1,1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_3172,5.283,1,-1,-1,-1,-1,-1,1
10245932_388850034587759_1481980774_a_0_3053,4.128,-1,-1,-1,-1,-1,1,-1
1515727_1399247063685355_1840028543_a_0_1391,3.97,-1,-1,-1,-1,-1,1,-1
10245926_452427968221546_170371973_a,4.088,-1,-1,-1,1,-1,-1,-1
10175285_755359187841418_905106627_a_0_805,4.446,-1,-1,-1,-1,-1,1,-1
1530840_459411180870037_1034395115_a_0_944,4.33,-1,-1,1,-1,-1,-1,-1
10254244_692561990782711_2144110586_a_0_4051,4.231,1,1,-1,-1,-1,-1,-1
1170967_281770841993781_1852303732_a_0_5550,5.322,-1,-1,1,-1,-1,-1,-1
10175096_1567398790152468_188846291_a_0_4544,3.104,-1,-1,-1,-1,-1,1,-1
10175145_264917780352636_1412854098_a_0_5630,3.808,-1,-1,1,-1,-1,-1,-1
1168906_681555831903930_716812363_a_0_2795,4.568,-1,-1,-1,1,-1,-1,-1
10011256_606024726148454_563527837_a_0_2543,5.06,-1,-1,-1,-1,-1,1,-1
1209663_537517243034011_2035064233_a_0_1025,4.546,-1,-1,-1,1,-1,-1,-1
10261329_227329457474231_514172300_a,4.884,1,-1,-1,-1,1,-1,-1
10249103_722284317794317_1341188845_a_0_8656,4.208,-1,-1,1,-1,-1,-1,-1
10011405_694377670606203_994063828_a_0_206,4.362,-1,-1,1,-1,-1,-1,-1
1171604_385690041574109_94580800_a_0_3705,3.55,-1,-1,1,-1,-1,-1,-1
10011384_663947993651821_1844425642_a_0_8071,3.558,1,1,-1,-1,-1,-1,-1
10246031_1424467161138222_1043991383_a_0_6846,3.065,-1,-1,1,-1,-1,-1,-1
10246004_1413333202263730_1501473079_a_0_9521,4.156,-1,-1,-1,1,-1,-1,-1
1515706_634783159939863_1861994567_a_0_2383,3.781,-1,-1,1,-1,-1,-1,-1
10245968_548342628617071_57356435_a_0_5203,4.421,-1,-1,-1,-1,-1,1,-1
10246004_496687193786492_1926454703_a_0_6113,4.746,-1,-1,1,-1,-1,-1,-1
928484_450330978433837_1178932990_a_0_7514,3.456,-1,-1,-1,1,-1,-1,-1
1388895_653532541386470_759294485_a_0_4238,4.559,1,1,-1,-1,-1,-1,-1
1170352_1426480147601284_828425512_a,5.068,-1,-1,-1,1,-1,-1,-1
10011231_422287681249531_1134093436_a_0_7635,4.555,-1,-1,-1,-1,-1,1,-1
10246047_1471628116399903_1667541788_a_0_8811,3.572,-1,-1,1,-1,-1,-1,-1
1515184_651216014933067_113737722_a_0_6273,5.226,-1,-1,-1,1,-1,-1,-1
10249184_1439568792953809_795981243_a,4.088,-1,-1,-1,-1,-1,1,-1
10254203_453255061444869_997018918_a,4.956,1,-1,-1,-1,1,-1,-1
10013209_1402520500023782_298000570_a_0_6234,3.38,1,-1,-1,-1,-1,-1,1
10175397_775274879157262_384105260_a_0_4801,4.327,-1,-1,-1,-1,-1,1,-1
10254181_753995364633111_109551758_a_0_9781,3.686,1,-1,-1,-1,-1,-1,1
1527733_757385324291787_1786207457_a_0_1692,4.937,-1,-1,-1,-1,-1,1,-1
1516132_1398406447102373_1928762033_a_0_2182,4.299,1,1,-1,-1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_5842,5.283,1,-1,-1,-1,-1,-1,1
10249149_612634802154136_1776842668_a_0_3769,3.658,-1,-1,-1,1,-1,-1,-1
1515991_730715403616077_1235668544_a_0_5286,4.003,1,1,-1,-1,-1,-1,-1
10261219_240471602822837_2041411471_a_0_2602,4.533,-1,-1,1,-1,-1,-1,-1
10175167_391525327654071_1013164441_a_0_2488,4.26,-1,-1,-1,1,-1,-1,-1
10251550_1502145963347340_1486336073_a_0_1019,4.583,-1,-1,-1,-1,-1,1,-1
1516818_767179956634416_2010108335_a_0_116,5.283,1,-1,-1,-1,-1,-1,1
10013142_598990306849996_332630980_a,4.559,1,-1,-1,-1,1,-1,-1
10013301_717711268250674_1722312966_a_0_5913,4.116,-1,-1,-1,-1,-1,1,-1
10009751_584210905020463_81602746_a,3.754,-1,-1,-1,1,-1,-1,-1
1170086_834579416557832_867052017_a_0_8640,3.8,-1,-1,-1,-1,-1,1,-1
10246188_246617622192578_1439636007_a,5.246,-1,-1,-1,1,-1,-1,-1
10011158_1402071610066064_886016512_a_0_7045,4.289,-1,-1,1,-1,-1,-1,-1
10249115_677530965627394_1900288535_a_0_4378,5.341,1,1,-1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_1417,4.992,1,-1,-1,-1,-1,-1,1
10013033_267141560113901_1792403080_a_0_1248,4.992,1,-1,-1,-1,-1,-1,1
10012504_1379933348955657_1307953473_a_0_9168,3.513,-1,-1,-1,-1,-1,1,-1
10013033_267141560113901_1792403080_a_0_8736,4.992,1,-1,-1,-1,-1,-1,1
10013061_478058315656219_28007742_a_0_1917,4.054,-1,-1,1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_4468,4.992,1,-1,-1,-1,-1,-1,1
10013008_282489558585650_890388618_a_0_8465,3.913,-1,-1,1,-1,-1,-1,-1
1170018_233969606800240_1146635057_a_0_3566,4.672,-1,-1,-1,-1,-1,1,-1
10175127_675551369177566_1781205909_a_0_5816,4.516,1,1,-1,-1,-1,-1,-1
1171709_725948674103150_784734743_a_0_9075,4.132,1,1,-1,-1,-1,-1,-1
10175225_1421945228061254_793780231_a_0_2813,4.163,-1,-1,1,-1,-1,-1,-1
925459_834557103225523_1228624476_a_0_1672,4.101,-1,-1,-1,-1,1,1,1
10175356_447985812001525_1192635436_a_0_9940,4.172,-1,-1,1,-1,-1,-1,-1
925836_1464119087152944_1922863696_a,4.194,1,-1,-1,-1,1,-1,-1
10013133_616432528444516_1149277174_a,4.635,1,-1,-1,-1,1,-1,-1
10254181_753995364633111_109551758_a_0_3904,3.686,1,-1,-1,-1,-1,-1,1
1516843_277383882436670_985258171_a_0_8837,4.174,-1,-1,-1,1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_1243,5.283,1,-1,-1,-1,-1,-1,1
10013033_267141560113901_1792403080_a_0_3273,4.992,1,-1,-1,-1,-1,-1,1
10175172_465437180255355_1513852407_a_0_4165,4.297,1,1,-1,-1,-1,-1,-1
10245935_230086600529658_813011411_a_0_2985,2.929,-1,-1,1,-1,-1,-1,-1
1515906_238735129652895_1827803939_a,4.551,1,-1,-1,-1,1,-1,-1
10012516_652489474800819_92138159_a_0_7364,3.661,-1,-1,-1,1,-1,-1,-1
1389254_382502921884747_1751890672_a_0_6198,4.613,1,1,-1,-1,-1,-1,-1
1172033_688772597854164_1481374770_a_0_7519,4.582,-1,-1,-1,1,-1,-1,-1
10246174_242918419246581_472186471_a_0_4680,3.896,-1,-1,-1,-1,-1,1,-1
10013209_1402520500023782_298000570_a_0_2057,3.38,1,-1,-1,-1,-1,-1,1
1515341_1386950344918010_1684909066_a_0_7783,3.455,-1,-1,1,-1,-1,-1,-1
10254147_289636801202376_1117287698_a_0_9585,6.043,-1,-1,-1,-1,-1,1,-1
10254181_753995364633111_109551758_a_0_2190,3.686,1,-1,-1,-1,-1,-1,1
10011198_644668478904265_132244197_a_0_3372,4.932,-1,-1,-1,1,-1,-1,-1
10251541_823735647639907_1428906492_a_0_312,5.067,1,1,-1,-1,-1,-1,-1
10175278_1413119778949399_1172564535_a_0_6531,3.13,-1,-1,-1,-1,-1,1,-1
10254181_753995364633111_109551758_a_0_8279,3.686,1,-1,-1,-1,-1,-1,1
1208445_635654069833071_2118767743_a_0_6064,4.193,-1,-1,1,-1,-1,-1,-1
1172185_615582168525329_1538557218_a_0_4142,4.569,-1,-1,-1,-1,-1,1,-1
10175399_1493728807516789_1931845060_a_0_2546,4.336,-1,-1,-1,1,-1,-1,-1
10249094_724973744221016_1342178232_a_0_6820,4.552,-1,-1,1,-1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_8561,5.283,1,-1,-1,-1,-1,-1,1
10246119_310733032413389_1061390525_a_0_4280,5.188,-1,-1,1,-1,-1,-1,-1
1388895_653532541386470_759294485_a_0_6075,4.559,1,1,-1,-1,-1,-1,-1
10251428_283991578432176_1056911404_a,4.679,1,-1,-1,-1,1,-1,-1
927030_776925989006194_813362095_a_0_7227,4.108,-1,-1,-1,1,-1,-1,-1
1389254_382502921884747_1751890672_a_0_5728,4.613,1,1,-1,-1,-1,-1,-1
10251440_765996666758475_277573148_a_0_8194,4.106,-1,-1,-1,-1,-1,1,-1
10254181_753995364633111_109551758_a_0_3675,3.686,1,-1,-1,-1,-1,-1,1
10246050_356069644524720_1436319190_a,3.955,1,-1,-1,-1,1,-1,-1
10005312_716145271741256_192080825_a_0_3932,4.145,-1,-1,-1,-1,-1,1,-1
10005717_645815922134799_1775395577_a_0_5422,4.15,-1,-1,-1,1,-1,-1,-1
10254181_753995364633111_109551758_a_0_9819,3.686,1,-1,-1,-1,-1,-1,1
1516818_767179956634416_2010108335_a_0_315,5.283,1,-1,-1,-1,-1,-1,1
10246003_692738017456657_53444529_a_0_6050,2.943,-1,-1,-1,-1,-1,1,-1
928220_572883662827063_632442216_a,4.545,1,-1,-1,-1,1,-1,-1
1172146_535947073193214_1943285043_a_0_7307,3.067,-1,-1,1,-1,-1,-1,-1
1209485_222999317897135_1125286805_a_0_8802,4.192,-1,-1,-1,-1,-1,1,-1
1209701_563982803713901_1407144908_a_0_1811,4.361,-1,-1,1,-1,-1,-1,-1
10245941_701568083240194_946959782_a_0_9291,3.914,-1,-1,-1,-1,-1,1,-1
925227_1468426363374356_764501295_a_0_2824,4.606,-1,-1,1,-1,-1,-1,-1
10175144_237320729798344_1913606616_a_0_4534,4.01,1,1,-1,-1,-1,-1,-1
10011352_714823991914752_1208316341_a_0_7436,4.133,-1,-1,-1,1,-1,-1,-1
10004084_294718917350790_1870880963_a,4.483,1,-1,-1,-1,1,-1,-1
1172051_581376495270128_551577585_a,3.535,1,-1,-1,-1,1,-1,-1
1171782_1494728530750309_2012530348_a_0_8518,3.841,-1,-1,1,-1,-1,-1,-1
925459_834557103225523_1228624476_a_0_1168,4.101,-1,-1,-1,-1,1,1,1
10251531_1491641661059366_632356500_a_0_5717,3.699,-1,-1,1,-1,-1,-1,-1
1596805_287846241375632_1190586031_a,5.112,1,-1,-1,-1,1,-1,-1
10175220_1455178148052244_1228059344_a_0_9674,5.354,-1,-1,-1,-1,-1,1,-1
1527531_268761763304898_69698608_a,4.572,1,-1,-1,-1,1,-1,-1
1172003_482221261878663_612973616_a_0_4265,4.406,-1,-1,-1,-1,-1,1,-1
1516220_429548453855951_533285983_a_0_4188,4.269,1,1,-1,-1,-1,-1,-1
10261159_521435007965592_593359955_a_0_2744,2.628,-1,-1,-1,1,-1,-1,-1
10251541_823735647639907_1428906492_a_0_727,5.067,1,1,-1,-1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_3463,3.38,1,-1,-1,-1,-1,-1,1
1515754_520721164704818_2094219411_a_0_594,3.443,-1,-1,1,-1,-1,-1,-1
1172200_555087154608362_930455608_a_0_8449,4.313,-1,-1,1,-1,-1,-1,-1
1516263_782726015077288_1676423577_a_0_839,3.198,1,1,-1,-1,-1,-1,-1
1515083_643038819097913_1522773135_a,3.319,1,-1,-1,-1,1,-1,-1
10013033_267141560113901_1792403080_a_0_4258,4.992,1,-1,-1,-1,-1,-1,1
10254181_753995364633111_109551758_a_0_8175,3.686,1,-1,-1,-1,-1,-1,1
10246004_496687193786492_1926454703_a_0_5511,4.746,-1,-1,1,-1,-1,-1,-1
10013197_216195841923499_337710475_a,5.113,1,-1,-1,-1,1,-1,-1
10175303_265609166945122_1815187830_a_0_6487,3.605,-1,-1,1,-1,-1,-1,-1
10246015_580933192005118_1929800123_a,4.273,-1,-1,-1,1,-1,-1,-1
10254181_753995364633111_109551758_a_0_6462,3.686,1,-1,-1,-1,-1,-1,1
10009919_286345828193826_1440099749_a_0_7315,3.74,-1,-1,-1,-1,-1,1,-1
10246112_673531906025770_509300461_a,4.753,-1,-1,-1,1,-1,-1,-1
10249184_1439568792953809_795981243_a_0_5188,4.088,-1,-1,-1,-1,-1,1,-1
1516263_782726015077288_1676423577_a_0_5974,3.198,1,1,-1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_2020,4.992,1,-1,-1,-1,-1,-1,1
10245923_387895058016396_1653165084_a_0_3465,5.024,-1,-1,1,-1,-1,-1,-1
10175197_234272783430780_185348424_a_0_7279,4.095,-1,-1,1,-1,-1,-1,-1
10011497_226332600898869_81157619_a_0_5175,3.506,1,1,-1,-1,-1,-1,-1
1516220_429548453855951_533285983_a_0_9438,4.269,1,1,-1,-1,-1,-1,-1
10251502_1409595502642659_1983556844_a,2.848,1,-1,-1,-1,1,-1,-1
10013329_653179744731105_1002360332_a_0_7663,3.621,-1,-1,1,-1,-1,-1,-1
925840_1414258565502390_536025641_a_0_8446,2.737,-1,-1,-1,-1,-1,1,-1
10013136_1425343181055914_90525258_a,3.537,1,-1,-1,-1,1,-1,-1
10013284_818047248209963_1874197031_a_0_3712,4.259,-1,-1,-1,-1,-1,1,-1
10175233_551624601601963_1794760736_a_0_9804,3.481,-1,-1,-1,-1,-1,1,-1
10175400_1414579775471012_377762654_a,4.672,-1,-1,-1,1,-1,-1,-1
925459_834557103225523_1228624476_a_0_3368,4.101,-1,-1,-1,-1,1,1,1
10251483_374997705976455_871650321_a,3.872,1,-1,-1,-1,1,-1,-1
1516838_486601614774699_338370543_a,4.167,-1,-1,-1,1,-1,-1,-1
1168748_1542143742678700_1239261433_a,3.81,1,-1,-1,-1,1,-1,-1
1538596_457920554337893_1471922614_a,3.616,1,-1,-1,-1,1,-1,-1
10175110_455897431208687_217903271_a_0_3203,4.127,-1,-1,-1,1,-1,-1,-1
1530900_622730777814085_299355942_a,3.711,1,-1,-1,-1,1,-1,-1
10246183_525844230859434_2030011319_a_0_9376,4.295,-1,-1,-1,1,-1,-1,-1
10175308_437714426363311_1899542999_a,4.251,1,-1,-1,-1,1,-1,-1
10246177_671074836286359_868488756_a,3.958,-1,-1,-1,1,-1,-1,-1
10254325_1407502362853788_676983151_a_0_2911,5.061,-1,-1,-1,-1,-1,1,-1
1515763_605448252864483_881627063_a_0_525,4.486,-1,-1,-1,1,-1,-1,-1
10251555_608394255903334_473589103_a_0_4339,4.886,1,1,-1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_8158,3.686,1,-1,-1,-1,-1,-1,1
1516818_767179956634416_2010108335_a_0_8514,5.283,1,-1,-1,-1,-1,-1,1
10012475_793768793984057_1215605901_a,4.522,-1,-1,-1,1,-1,-1,-1
10254181_753995364633111_109551758_a_0_916,3.686,1,-1,-1,-1,-1,-1,1
10013146_299508076873275_445266272_a_0_605,4.081,1,1,-1,-1,-1,-1,-1
1171602_494888657279818_2129393152_a_0_3139,3.842,-1,-1,1,-1,-1,-1,-1
10175310_1462831027282603_1064434934_a_0_9848,5.812,-1,-1,1,-1,-1,-1,-1
927266_237093236479488_2075145623_a,4.663,1,-1,-1,-1,1,-1,-1
1516689_1412296765699122_2100083670_a_0_694,4.891,1,1,-1,-1,-1,-1,-1
926431_1412982122296906_513892457_a_0_9252,3.773,-1,-1,-1,-1,-1,1,-1
10251418_707714289271797_1872528208_a_0_5758,3.417,1,1,-1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_2585,3.686,1,-1,-1,-1,-1,-1,1
10011338_616795638408693_2066356277_a,4.202,1,-1,-1,-1,1,-1,-1
10175302_282047301954920_1058268005_a,4.922,1,-1,-1,-1,1,-1,-1
1171709_725948674103150_784734743_a_0_5336,4.132,1,1,-1,-1,-1,-1,-1
10254258_227726824100959_145888310_a_0_2202,4.209,1,1,-1,-1,-1,-1,-1
10175191_238420296360872_915186677_a_0_4231,4.059,-1,-1,-1,1,-1,-1,-1
1516689_1412296765699122_2100083670_a_0_8795,4.891,1,1,-1,-1,-1,-1,-1
1171099_239731349483951_1146785450_a_0_3759,3.133,-1,-1,1,-1,-1,-1,-1
1530872_286543398181350_618042061_a_0_3526,4.622,-1,-1,-1,-1,-1,1,-1
10005650_261091224015314_1839354033_a,3.636,1,-1,-1,-1,1,-1,-1
927278_1414469058813717_1812368948_a_0_6039,4.879,1,1,-1,-1,-1,-1,-1
10246031_1424467161138222_1043991383_a_0_39,3.065,-1,-1,1,-1,-1,-1,-1
10254307_1462654637300896_172019517_a,4.113,1,-1,-1,-1,1,-1,-1
925227_673102509404163_2037401272_a_0_6731,5.078,-1,-1,-1,-1,-1,1,-1
1941113_707222672653658_1001647822_a_0_3366,3.412,-1,-1,-1,-1,-1,1,-1
10175322_440924499376499_319487928_a_0_7328,3.184,1,1,-1,-1,-1,-1,-1
1922285_1424027491183357_1301187323_a_0_6003,3.264,1,1,-1,-1,-1,-1,-1
10246211_483946315038818_428446914_a_0_3731,5.23,-1,-1,-1,1,-1,-1,-1
10261153_544365585681842_1248577112_a_0_8363,3.959,-1,-1,-1,-1,-1,1,-1
10012463_477344509034499_798364743_a_0_512,3.665,-1,-1,-1,-1,-1,1,-1
10251448_1423716827879348_1804899686_a,4.57,-1,-1,-1,-1,-1,1,-1
10011178_743480832375816_2144926321_a_0_8144,5.095,-1,-1,1,-1,-1,-1,-1
1516665_599760660101765_1421014296_a_0_9559,4.981,1,1,-1,-1,-1,-1,-1
10245964_407520582719221_311687749_a_0_9103,4.814,-1,-1,-1,-1,-1,1,-1
10013033_267141560113901_1792403080_a_0_8532,4.992,1,-1,-1,-1,-1,-1,1
10013110_225337720993813_1178441064_a_0_8289,5.088,1,1,-1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_7288,4.992,1,-1,-1,-1,-1,-1,1
10013209_1402520500023782_298000570_a_0_9455,3.38,1,-1,-1,-1,-1,-1,1
1172236_842337122458396_149095053_a_0_8290,4.039,-1,-1,-1,-1,-1,1,-1
10013110_225337720993813_1178441064_a_0_3474,5.088,1,1,-1,-1,-1,-1,-1
10246193_236130873256217_1868685241_a,3.977,1,-1,-1,-1,1,-1,-1
10245914_716035458419892_39704180_a_0_5614,3.424,-1,-1,-1,1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_7377,3.38,1,-1,-1,-1,-1,-1,1
10246191_1409605569306509_785633903_a_0_2911,5.003,-1,-1,-1,-1,-1,1,-1
10175347_1393040757641588_838368859_a_0_7429,4.384,-1,-1,-1,1,-1,-1,-1
10175411_261402790708874_1047958939_a,4.184,1,-1,-1,-1,1,-1,-1
10013147_262965350542963_2100822067_a,3.651,1,-1,-1,-1,1,-1,-1
1515338_619129874831605_203388167_a,3.906,1,-1,-1,-1,1,-1,-1
10246018_686112918094288_1488957248_a_0_1812,3.909,-1,-1,1,-1,-1,-1,-1
10013221_539511369497602_1627385587_a_0_6299,4.761,1,1,-1,-1,-1,-1,-1
1388988_629948787086967_1469843650_a_0_654,3.887,1,1,-1,-1,-1,-1,-1
926443_630617080340234_44558484_a,4.738,1,-1,-1,-1,1,-1,-1
10245977_473859176075576_1922002569_a_0_1348,4.467,-1,-1,1,-1,-1,-1,-1
925459_834557103225523_1228624476_a_0_7211,4.101,-1,-1,-1,-1,1,1,1
10013033_267141560113901_1792403080_a_0_7471,4.992,1,-1,-1,-1,-1,-1,1
10254147_289636801202376_1117287698_a_0_9345,6.043,-1,-1,-1,-1,-1,1,-1
1168854_580496458713962_173174255_a,3.997,1,-1,-1,-1,1,-1,-1
10013086_1378623705752382_1349056287_a,4.64,1,-1,-1,-1,1,-1,-1
10009220_1413998262195484_693682296_a,3.895,1,-1,-1,-1,1,-1,-1
1168866_449215205209810_1655949830_a_0_6311,3.856,-1,-1,-1,-1,-1,1,-1
1515839_1495010074056129_1779249640_a_0_4868,4.947,-1,-1,-1,-1,-1,1,-1
10012601_533844353399647_1028396666_a_0_4926,4.117,-1,-1,1,-1,-1,-1,-1
10175174_675761735820257_1652762794_a_0_7010,3.519,-1,-1,-1,-1,-1,1,-1
1516148_541310039318453_2060982484_a_0_5479,4.272,-1,-1,1,-1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_9198,5.283,1,-1,-1,-1,-1,-1,1
1941254_1438542069717420_413154878_a,4.783,1,-1,-1,-1,1,-1,-1
